name,task,input,loop-number,count,time
proposed,light,92,70,5,2724
proposed,light,92,70,6,2847
proposed,light,92,70,7,2883
proposed,light,92,70,8,2348
proposed,light,92,70,9,5387
proposed,light,92,70,10,2965
proposed,light,92,71,1,1525
proposed,light,92,71,2,2299
proposed,light,92,71,3,2082
proposed,light,92,71,4,1989
proposed,light,92,71,5,1678
proposed,light,92,71,6,2063
proposed,light,92,71,7,1943
proposed,light,92,71,8,4160
proposed,light,92,71,9,2010
proposed,light,92,71,10,4631
proposed,light,92,72,1,918
proposed,light,92,72,2,1150
proposed,light,92,72,3,5534
proposed,light,92,72,4,2594
proposed,light,92,72,5,1948
proposed,light,92,72,6,2209
proposed,light,92,72,7,2319
proposed,light,92,72,8,2139
proposed,light,92,72,9,2020
proposed,light,92,72,10,2633
proposed,light,92,73,1,1037
proposed,light,92,73,2,1844
proposed,light,92,73,3,4683
proposed,light,92,73,4,2975
proposed,light,92,73,5,2940
proposed,light,92,73,6,2877
proposed,light,92,73,7,1446
proposed,light,92,73,8,1948
proposed,light,92,73,9,1985
proposed,light,92,73,10,2912
proposed,light,92,74,1,1680
proposed,light,92,74,2,1381
proposed,light,92,74,3,1429
proposed,light,92,74,4,1333
proposed,light,92,74,5,1280
proposed,light,92,74,6,1231
proposed,light,92,74,7,1308
proposed,light,92,74,8,1817
proposed,light,92,74,9,1371
proposed,light,92,74,10,2969
proposed,light,92,75,1,1665
proposed,light,92,75,2,1438
proposed,light,92,75,3,2221
proposed,light,92,75,4,2037
proposed,light,92,75,5,1874
proposed,light,92,75,6,1170
proposed,light,92,75,7,2296
proposed,light,92,75,8,1450
proposed,light,92,75,9,985
proposed,light,92,75,10,1313
proposed,light,92,76,1,1113
proposed,light,92,76,2,1686
proposed,light,92,76,3,2867
proposed,light,92,76,4,2372
proposed,light,92,76,5,1137
proposed,light,92,76,6,2301
proposed,light,92,76,7,2128
proposed,light,92,76,8,2444
proposed,light,92,76,9,2877
proposed,light,92,76,10,2140
proposed,light,92,77,1,1408
proposed,light,92,77,2,1556
proposed,light,92,77,3,1534
proposed,light,92,77,4,1698
proposed,light,92,77,5,5031
proposed,light,92,77,6,785
proposed,light,92,77,7,5247
proposed,light,92,77,8,2152
proposed,light,92,77,9,1336
proposed,light,92,77,10,3914
proposed,light,92,78,1,886
proposed,light,92,78,2,3610
proposed,light,92,78,3,3793
proposed,light,92,78,4,3254
proposed,light,92,78,5,3096
proposed,light,92,78,6,3292
proposed,light,92,78,7,2310
proposed,light,92,78,8,739
proposed,light,92,78,9,713
proposed,light,92,78,10,695
proposed,light,92,79,1,1375
proposed,light,92,79,2,2417
proposed,light,92,79,3,2409
proposed,light,92,79,4,1100
proposed,light,92,79,5,1522
proposed,light,92,79,6,2965
proposed,light,92,79,7,8317
proposed,light,92,79,8,4739
proposed,light,92,79,9,2532
proposed,light,92,79,10,748
proposed,light,92,80,1,1605
proposed,light,92,80,2,2538
proposed,light,92,80,3,4656
proposed,light,92,80,4,1609
proposed,light,92,80,5,2474
proposed,light,92,80,6,2886
proposed,light,92,80,7,3335
proposed,light,92,80,8,3156
proposed,light,92,80,9,3931
proposed,light,92,80,10,1494
proposed,light,92,81,1,837
proposed,light,92,81,2,1208
proposed,light,92,81,3,1514
proposed,light,92,81,4,837
proposed,light,92,81,5,7949
proposed,light,92,81,6,6860
proposed,light,92,81,7,4095
proposed,light,92,81,8,2832
proposed,light,92,81,9,3430
proposed,light,92,81,10,3940
proposed,light,92,82,1,1200
proposed,light,92,82,2,3868
proposed,light,92,82,3,1761
proposed,light,92,82,4,1462
proposed,light,92,82,5,1524
proposed,light,92,82,6,956
proposed,light,92,82,7,1499
proposed,light,92,82,8,945
proposed,light,92,82,9,954
proposed,light,92,82,10,1392
proposed,light,92,83,1,1079
proposed,light,92,83,2,1003
proposed,light,92,83,3,1187
proposed,light,92,83,4,1047
proposed,light,92,83,5,1092
proposed,light,92,83,6,1227
proposed,light,92,83,7,1601
proposed,light,92,83,8,1051
proposed,light,92,83,9,1448
proposed,light,92,83,10,704
proposed,light,92,84,1,981
proposed,light,92,84,2,1863
proposed,light,92,84,3,1908
proposed,light,92,84,4,3035
proposed,light,92,84,5,3019
proposed,light,92,84,6,1725
proposed,light,92,84,7,1199
proposed,light,92,84,8,1686
proposed,light,92,84,9,1214
proposed,light,92,84,10,4482
proposed,light,92,85,1,957
proposed,light,92,85,2,692
proposed,light,92,85,3,898
proposed,light,92,85,4,1282
proposed,light,92,85,5,1414
proposed,light,92,85,6,1278
proposed,light,92,85,7,1644
proposed,light,92,85,8,873
proposed,light,92,85,9,1064
proposed,light,92,85,10,1087
proposed,light,92,86,1,1746
proposed,light,92,86,2,4471
proposed,light,92,86,3,1061
proposed,light,92,86,4,1630
proposed,light,92,86,5,1602
proposed,light,92,86,6,2360
proposed,light,92,86,7,2182
proposed,light,92,86,8,1556
proposed,light,92,86,9,1880
proposed,light,92,86,10,2151
proposed,light,92,87,1,2244
proposed,light,92,87,2,1608
proposed,light,92,87,3,1439
proposed,light,92,87,4,1236
proposed,light,92,87,5,1187
proposed,light,92,87,6,1704
proposed,light,92,87,7,1297
proposed,light,92,87,8,2247
proposed,light,92,87,9,2392
proposed,light,92,87,10,2732
proposed,light,92,88,1,1669
proposed,light,92,88,2,2889
proposed,light,92,88,3,2630
proposed,light,92,88,4,1745
proposed,light,92,88,5,2205
proposed,light,92,88,6,2804
proposed,light,92,88,7,2872
proposed,light,92,88,8,2792
proposed,light,92,88,9,3269
proposed,light,92,88,10,1754
proposed,light,92,89,1,823
proposed,light,92,89,2,1128
proposed,light,92,89,3,1279
proposed,light,92,89,4,1317
proposed,light,92,89,5,1064
proposed,light,92,89,6,1096
proposed,light,92,89,7,1045
proposed,light,92,89,8,1677
proposed,light,92,89,9,999
proposed,light,92,89,10,1033
proposed,light,92,90,1,1163
proposed,light,92,90,2,2186
proposed,light,92,90,3,3161
proposed,light,92,90,4,1802
proposed,light,92,90,5,937
proposed,light,92,90,6,768
proposed,light,92,90,7,848
proposed,light,92,90,8,1266
proposed,light,92,90,9,1203
proposed,light,92,90,10,1946
proposed,light,92,91,1,907
proposed,light,92,91,2,2770
proposed,light,92,91,3,1777
proposed,light,92,91,4,1045
proposed,light,92,91,5,1147
proposed,light,92,91,6,4414
proposed,light,92,91,7,3361
proposed,light,92,91,8,3607
proposed,light,92,91,9,2483
proposed,light,92,91,10,2805
proposed,light,92,92,1,1662
proposed,light,92,92,2,822
proposed,light,92,92,3,905
proposed,light,92,92,4,852
proposed,light,92,92,5,948
proposed,light,92,92,6,926
proposed,light,92,92,7,806
proposed,light,92,92,8,767
proposed,light,92,92,9,819
proposed,light,92,92,10,1204
